path,task,filtration,dims,grid,perslay,seed,families,n_train,best_epoch,epochs_run,best_val_loss,test_loss,test_accuracy,git_commit
results/classify/all/dtm_k15/h1/seed_9,classify,dtm_k15,1,sqrtn_u2,False,9,poisson|thomas|nested|matern2|lgcp,370000,30,60,1.2263608373641968,1.2230624013900757,0.45545,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_1,classify,dtm_k15,0,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,46,76,0.9670627517700195,0.9674026465098063,0.5765333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_10,classify,dtm_k15,0,sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,51,81,0.9659902503013611,0.966257999197642,0.5749583333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_2,classify,dtm_k15,0,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,14,44,0.9809906200408935,0.9812380477905274,0.56625,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_3,classify,dtm_k15,0,sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,31,61,0.9717437582015991,0.9729029396851857,0.5711333333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_4,classify,dtm_k15,0,sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,33,63,0.96605196018219,0.9661930500507355,0.5760083333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_5,classify,dtm_k15,0,sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,64,94,0.9669426725387573,0.9674915865739186,0.574675,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_6,classify,dtm_k15,0,sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,50,80,0.966127130317688,0.964350831190745,0.577175,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_7,classify,dtm_k15,0,sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,33,63,0.9631188353538513,0.9652434527397156,0.5762,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_8,classify,dtm_k15,0,sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,86,116,0.9672789187431335,0.9672172626972199,0.575075,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h0/seed_9,classify,dtm_k15,0,sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,28,58,0.9820020053863525,0.9822025834242503,0.5649916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_1,classify,dtm_k15,"0,1",sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,14,44,0.9715799287796021,0.9703480172634125,0.5716083333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_10,classify,dtm_k15,"0,1",sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,22,52,0.9672021286010742,0.9646585110664367,0.574275,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k15/perslay_h01/seed_2,classify,dtm_k15,"0,1",sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,32,62,0.9700595144271851,0.9700672584851583,0.5700833333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_3,classify,dtm_k15,"0,1",sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,33,63,0.9613275389671325,0.9607578911145528,0.5759083333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_4,classify,dtm_k15,"0,1",sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,75,105,0.9596875425338746,0.9582542884031932,0.5789,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_5,classify,dtm_k15,"0,1",sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,20,50,0.9729203666687012,0.9719653893947602,0.56945,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_6,classify,dtm_k15,"0,1",sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,79,109,0.9618414930343628,0.9595475055376689,0.57375,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_7,classify,dtm_k15,"0,1",sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,40,70,0.9638814099311829,0.9621529440720876,0.5747833333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h01/seed_8,classify,dtm_k15,"0,1",sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,20,50,0.9643975001335144,0.9632640007495881,0.5748083333333334,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k15/perslay_h01/seed_9,classify,dtm_k15,"0,1",sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,46,76,0.9704985909461975,0.971193239291509,0.5709666666666666,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k15/perslay_h1/seed_1,classify,dtm_k15,1,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,2,32,1.258272456741333,1.2558795353571575,0.44411666666666666,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_10,classify,dtm_k15,1,sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,8,38,1.2384716503143312,1.2338240360895794,0.4503083333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_2,classify,dtm_k15,1,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,5,35,1.2505187118530274,1.2459791329701742,0.4474666666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_3,classify,dtm_k15,1,sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,4,34,1.249082137107849,1.2454701254526774,0.44598333333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_4,classify,dtm_k15,1,sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,1,31,1.2648248046875,1.2630754933039348,0.439525,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_5,classify,dtm_k15,1,sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,3,33,1.251424238204956,1.249596745300293,0.4458166666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_6,classify,dtm_k15,1,sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,4,34,1.2463726613998414,1.2443044921239217,0.45021666666666665,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_7,classify,dtm_k15,1,sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,5,35,1.2467550008773804,1.2415175596872965,0.4492833333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_8,classify,dtm_k15,1,sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,4,34,1.2552262439727784,1.2516707421620688,0.4466333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_h1/seed_9,classify,dtm_k15,1,sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,4,34,1.251623357963562,1.248922057723999,0.44643333333333335,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k15/perslay_z_h0/seed_1,classify,dtm_k15,0,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,88,118,0.9572816143035888,0.9574228959242503,0.5807916666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k15/perslay_z_h0/seed_2,classify,dtm_k15,0,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,60,90,0.9685369632720947,0.9672296768506368,0.5747416666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k15/perslay_z_h01/seed_1,classify,dtm_k15,"0,1",sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,59,89,0.9545672345161438,0.9549753927548726,0.5821166666666666,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k15/perslay_z_h01/seed_2,classify,dtm_k15,"0,1",sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,65,95,0.9564395071983337,0.9554644194920858,0.5820416666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k15/perslay_z_h1/seed_1,classify,dtm_k15,1,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,57,87,1.2166645742416382,1.2128468897501627,0.46275,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k15/perslay_z_h1/seed_2,classify,dtm_k15,1,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,123,153,1.2155380781173706,1.212663597424825,0.4626,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h0/seed_1,classify,dtm_k20,0,sqrtn_u2,False,1,poisson|thomas|nested|matern2|lgcp,370000,16,46,1.0483400411605834,1.0467320501963298,0.543875,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h0/seed_10,classify,dtm_k20,0,sqrtn_u2,False,10,poisson|thomas|nested|matern2|lgcp,370000,33,63,1.0448029850959777,1.0471550515810648,0.5439,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h0/seed_2,classify,dtm_k20,0,sqrtn_u2,False,2,poisson|thomas|nested|matern2|lgcp,370000,49,79,1.0456071833610534,1.0466081029256185,0.5442083333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h0/seed_3,classify,dtm_k20,0,sqrtn_u2,False,3,poisson|thomas|nested|matern2|lgcp,370000,17,47,1.046596457386017,1.0484415965398153,0.543475,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h0/seed_4,classify,dtm_k20,0,sqrtn_u2,False,4,poisson|thomas|nested|matern2|lgcp,370000,26,56,1.0481466438293456,1.0496052691777547,0.5444916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h0/seed_5,classify,dtm_k20,0,sqrtn_u2,False,5,poisson|thomas|nested|matern2|lgcp,370000,39,69,1.0449827371597291,1.0476955159505208,0.5433916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h0/seed_6,classify,dtm_k20,0,sqrtn_u2,False,6,poisson|thomas|nested|matern2|lgcp,370000,52,82,1.0480079877853394,1.0508649514198303,0.5419416666666667,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h0/seed_7,classify,dtm_k20,0,sqrtn_u2,False,7,poisson|thomas|nested|matern2|lgcp,370000,34,64,1.044597112751007,1.0479191057840984,0.543675,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h0/seed_8,classify,dtm_k20,0,sqrtn_u2,False,8,poisson|thomas|nested|matern2|lgcp,370000,41,71,1.046957295036316,1.0480486234664916,0.5438833333333334,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h0/seed_9,classify,dtm_k20,0,sqrtn_u2,False,9,poisson|thomas|nested|matern2|lgcp,370000,39,69,1.0446234309196472,1.0473966776212056,0.5438833333333334,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h01/seed_1,classify,dtm_k20,"0,1",sqrtn_u2,False,1,poisson|thomas|nested|matern2|lgcp,370000,18,48,1.0458882520675659,1.045493443330129,0.5455916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h01/seed_10,classify,dtm_k20,"0,1",sqrtn_u2,False,10,poisson|thomas|nested|matern2|lgcp,370000,26,56,1.0453641324996947,1.046276746082306,0.5439,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h01/seed_2,classify,dtm_k20,"0,1",sqrtn_u2,False,2,poisson|thomas|nested|matern2|lgcp,370000,28,58,1.0415643933296204,1.0471781096140544,0.54385,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h01/seed_3,classify,dtm_k20,"0,1",sqrtn_u2,False,3,poisson|thomas|nested|matern2|lgcp,370000,27,57,1.0433180028915405,1.0438883673032124,0.5461666666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h01/seed_4,classify,dtm_k20,"0,1",sqrtn_u2,False,4,poisson|thomas|nested|matern2|lgcp,370000,17,47,1.044179104423523,1.045031580320994,0.5448916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h01/seed_5,classify,dtm_k20,"0,1",sqrtn_u2,False,5,poisson|thomas|nested|matern2|lgcp,370000,23,53,1.0459704792022706,1.0460547188123068,0.5432333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h01/seed_6,classify,dtm_k20,"0,1",sqrtn_u2,False,6,poisson|thomas|nested|matern2|lgcp,370000,21,51,1.0461309324264527,1.0445746394475302,0.5447916666666667,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h01/seed_7,classify,dtm_k20,"0,1",sqrtn_u2,False,7,poisson|thomas|nested|matern2|lgcp,370000,34,64,1.043141201210022,1.0434248233159382,0.545575,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h01/seed_8,classify,dtm_k20,"0,1",sqrtn_u2,False,8,poisson|thomas|nested|matern2|lgcp,370000,16,46,1.045795381259918,1.0450363794962565,0.5454166666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h01/seed_9,classify,dtm_k20,"0,1",sqrtn_u2,False,9,poisson|thomas|nested|matern2|lgcp,370000,20,50,1.0431618277549743,1.042383108774821,0.5448,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h1/seed_1,classify,dtm_k20,1,sqrtn_u2,False,1,poisson|thomas|nested|matern2|lgcp,370000,40,70,1.2272135150909425,1.2268092769622803,0.45334166666666664,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h1/seed_10,classify,dtm_k20,1,sqrtn_u2,False,10,poisson|thomas|nested|matern2|lgcp,370000,56,86,1.2271126174926759,1.226413340886434,0.454025,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h1/seed_2,classify,dtm_k20,1,sqrtn_u2,False,2,poisson|thomas|nested|matern2|lgcp,370000,33,63,1.226601441383362,1.225399905649821,0.4537333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h1/seed_3,classify,dtm_k20,1,sqrtn_u2,False,3,poisson|thomas|nested|matern2|lgcp,370000,46,76,1.2270127710342407,1.2263784520467123,0.4549416666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h1/seed_4,classify,dtm_k20,1,sqrtn_u2,False,4,poisson|thomas|nested|matern2|lgcp,370000,54,84,1.2275407537460328,1.2251114985148113,0.45476666666666665,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h1/seed_5,classify,dtm_k20,1,sqrtn_u2,False,5,poisson|thomas|nested|matern2|lgcp,370000,57,87,1.225674695777893,1.2250583205540975,0.45518333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/h1/seed_6,classify,dtm_k20,1,sqrtn_u2,False,6,poisson|thomas|nested|matern2|lgcp,370000,37,67,1.2276864736557007,1.2262924722035726,0.454175,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h1/seed_7,classify,dtm_k20,1,sqrtn_u2,False,7,poisson|thomas|nested|matern2|lgcp,370000,35,65,1.2258617321014404,1.2258529249827068,0.454175,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/h1/seed_8,classify,dtm_k20,1,sqrtn_u2,False,8,poisson|thomas|nested|matern2|lgcp,370000,24,54,1.2274941459655762,1.2273712257385254,0.4522833333333333,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/h1/seed_9,classify,dtm_k20,1,sqrtn_u2,False,9,poisson|thomas|nested|matern2|lgcp,370000,21,51,1.227977033996582,1.2274237078984578,0.45259166666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_h0/seed_1,classify,dtm_k20,0,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,50,80,0.969810726928711,0.9688916004657745,0.5723583333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_10,classify,dtm_k20,0,sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,31,61,0.9658378497123719,0.9664142980257671,0.5756583333333334,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_h0/seed_2,classify,dtm_k20,0,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,67,97,0.9696371438980103,0.9682224336147308,0.573525,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_3,classify,dtm_k20,0,sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,52,82,0.9692376986503601,0.9707686176458995,0.5731333333333334,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_4,classify,dtm_k20,0,sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,24,54,0.9742948863983154,0.9745594836870829,0.573375,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_5,classify,dtm_k20,0,sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,21,51,0.9880608654022217,0.9891109842300415,0.5610083333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_6,classify,dtm_k20,0,sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,54,84,0.967435923576355,0.966033130009969,0.575375,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h0/seed_7,classify,dtm_k20,0,sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,33,63,0.9788546613693238,0.9819925235271454,0.5651583333333333,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/perslay_h0/seed_8,classify,dtm_k20,0,sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,57,87,0.9697443458557129,0.9694942281246185,0.571325,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/perslay_h0/seed_9,classify,dtm_k20,0,sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,34,64,0.9835417995452881,0.9853417885780335,0.5634833333333333,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/perslay_h01/seed_1,classify,dtm_k20,"0,1",sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,73,103,0.9650278537750244,0.9652780124346415,0.574525,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h01/seed_10,classify,dtm_k20,"0,1",sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,22,52,0.9677603221893311,0.96887576268514,0.5730166666666666,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_h01/seed_2,classify,dtm_k20,"0,1",sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,32,62,0.9729662366867066,0.9740690244356791,0.5685083333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h01/seed_3,classify,dtm_k20,"0,1",sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,18,48,0.9645281597137452,0.964847449127833,0.5738833333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h01/seed_4,classify,dtm_k20,"0,1",sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,42,72,0.9568708953857422,0.9569754371166229,0.5804,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h01/seed_5,classify,dtm_k20,"0,1",sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,20,50,0.9758102747917176,0.9769162794907887,0.5692,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h01/seed_6,classify,dtm_k20,"0,1",sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,24,54,0.9684160795211793,0.9690640854040782,0.571675,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/perslay_h01/seed_7,classify,dtm_k20,"0,1",sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,49,79,0.9614206628799439,0.9604952634811401,0.5764166666666667,4840c39fe4c0c34bd8da50073e1688a0d46acc45
results/classify/all/dtm_k20/perslay_h01/seed_8,classify,dtm_k20,"0,1",sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,48,78,0.9658790181159973,0.9658694255987803,0.57515,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_h01/seed_9,classify,dtm_k20,"0,1",sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,27,57,0.9704913562774659,0.9713125320275625,0.5697916666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_h1/seed_1,classify,dtm_k20,1,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,8,38,1.24197403049469,1.2412230472564698,0.446675,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_10,classify,dtm_k20,1,sqrtn_u2,True,10,poisson|thomas|nested|matern2|lgcp,370000,5,35,1.2390732786178589,1.2381954851150512,0.450425,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_2,classify,dtm_k20,1,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,5,35,1.249572397994995,1.2492847838719685,0.44745833333333335,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_3,classify,dtm_k20,1,sqrtn_u2,True,3,poisson|thomas|nested|matern2|lgcp,370000,5,35,1.2486785600662231,1.2473031699498494,0.44669166666666665,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_4,classify,dtm_k20,1,sqrtn_u2,True,4,poisson|thomas|nested|matern2|lgcp,370000,2,32,1.2654745767593383,1.2636995844523111,0.43974166666666664,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_5,classify,dtm_k20,1,sqrtn_u2,True,5,poisson|thomas|nested|matern2|lgcp,370000,2,32,1.2650266696929933,1.2627670398076376,0.4366583333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_6,classify,dtm_k20,1,sqrtn_u2,True,6,poisson|thomas|nested|matern2|lgcp,370000,4,34,1.2486499658584596,1.2490231739679973,0.44675,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_7,classify,dtm_k20,1,sqrtn_u2,True,7,poisson|thomas|nested|matern2|lgcp,370000,3,33,1.258683187675476,1.2569302517573038,0.439625,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_8,classify,dtm_k20,1,sqrtn_u2,True,8,poisson|thomas|nested|matern2|lgcp,370000,2,32,1.259745164680481,1.2591501382827759,0.4426333333333333,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_h1/seed_9,classify,dtm_k20,1,sqrtn_u2,True,9,poisson|thomas|nested|matern2|lgcp,370000,2,32,1.2630906753540039,1.262064362080892,0.4392916666666667,e4d4b28b1dbda59cd2dd3ebc8d71d5fb7646e2d8
results/classify/all/dtm_k20/perslay_z_h0/seed_1,classify,dtm_k20,0,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,25,55,0.9687908222198486,0.9711174225489299,0.5779666666666666,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_z_h0/seed_2,classify,dtm_k20,0,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,47,77,0.96122709608078,0.960727201016744,0.5788666666666666,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_z_h01/seed_1,classify,dtm_k20,"0,1",sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,59,89,0.9557734319686889,0.9556409283638001,0.5807333333333333,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_z_h01/seed_2,classify,dtm_k20,"0,1",sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,72,102,0.9536745148658753,0.9546117670536042,0.5812916666666667,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_z_h1/seed_1,classify,dtm_k20,1,sqrtn_u2,True,1,poisson|thomas|nested|matern2|lgcp,370000,84,114,1.2125570293426513,1.2157583897908528,0.45925,1c20c82f79981904469779d1e6f7729f587c5947
results/classify/all/dtm_k20/perslay_z_h1/seed_2,classify,dtm_k20,1,sqrtn_u2,True,2,poisson|thomas|nested|matern2|lgcp,370000,76,106,1.2138615377426147,1.2165153502782187,0.45908333333333334,1c20c82f79981904469779d1e6f7729f587c5947
